,ID,avg_rating,rating_count
2202,257726,6.312479316239316,585
2203,24703,6.673032478632479,585
2204,2555,6.185725256849315,584
2205,244271,7.509597602739725,584
2206,41066,7.624683219178081,584
2207,150146,6.364502054794521,584
2208,269199,6.774272260273973,584
2209,239472,7.0736380789022295,583
2210,22237,6.241012006861064,583
2211,101020,6.722341924398625,582
2212,316546,7.4897735395189,582
2213,75,5.081566265060241,581
2214,24037,6.348674698795181,581
2215,195571,6.920432013769363,581
2216,183562,7.429793459552496,581
2217,125046,6.6688258620689655,580
2218,171672,5.919310880829015,579
2219,226501,6.760096718480138,579
2220,271785,6.559528497409326,579
2221,1536,5.5641418685121105,578
2222,3728,4.6109083044982695,578
2223,155255,7.203726643598616,578
2224,41636,6.191333910034602,578
2225,259374,6.9984956672443674,577
2226,245352,7.053752166377816,577
2227,27532,5.916349220103986,577
2228,57163,6.4657279029462735,577
2229,146149,6.128724930555555,576
2230,316858,7.274268923611111,576
2231,83629,5.8210052173913045,575
2232,130,6.585020782608696,575
2233,1915,6.680730173913044,575
2234,28218,6.138728222996516,574
2235,169649,6.16187531358885,574
2236,186751,7.652415801393729,574
2237,55952,6.762408376963351,573
2238,158243,5.221115706806283,573
2239,193737,6.699784388111889,572
2240,220775,6.614492132867133,572
2241,244330,6.529897828371278,571
2242,6546,4.368992049036778,571
2243,39813,6.385990192644483,571
2244,68228,6.575059544658494,571
2245,206504,6.500280385288967,571
2246,206940,6.887471350877193,570
2247,32944,7.078243859649123,570
2248,65673,6.185110913884007,569
2249,8273,6.057449912126538,569
2250,203411,6.81931338028169,568
2251,181494,6.270669894366197,568
2252,147116,5.915452464788732,568
2253,288169,7.01464835978836,567
2254,84772,6.778994708994709,567
2255,42111,6.106175618374558,566
2256,284742,7.3618992932862195,566
2257,228328,7.324508833922261,566
2258,1705,6.038745292035398,565
2259,364,6.33424170212766,564
2260,4192,6.0594767553191495,564
2261,423,7.293559290780141,564
2262,18098,7.5132750531914905,564
2263,223779,6.18781914893617,564
2264,245353,6.788123445825932,563
2265,1263,5.462451154529307,563
2266,175695,6.756639323843416,562
2267,121073,5.906387900355871,562
2268,126444,5.249454545454546,561
2269,179460,7.165732142857142,560
2270,102148,6.081946428571428,560
2271,156501,6.8008875,560
2272,42898,6.162046332737031,559
2273,210900,6.542942754919499,559
2274,1923,4.505726296958855,559
2275,1690,5.517191413237925,559
2276,46007,6.815627240143369,558
2277,138233,6.980250896057347,558
2278,201248,6.47347670250896,558
2279,56933,6.292777777777777,558
2280,1822,7.381599390681004,558
2281,160964,6.172473118279569,558
2282,16499,5.4407917414721725,557
2283,248900,6.86048473967684,557
2284,27165,6.256804308797127,557
2285,231999,6.586145421903052,557
2286,244,6.395782657091562,557
2287,126100,7.18235368043088,557
2288,180901,6.872374100719425,556
2289,62853,6.05089928057554,556
2290,218074,7.562392086330934,556
2291,533,5.3747122302158274,556
2292,245931,6.865848920863309,556
2293,265256,6.630232792792793,555
2294,283294,7.201329729729729,555
2295,122294,7.08552972972973,555
2296,5534,6.196405351351351,555
2297,42244,6.166612612612612,555
2298,138317,5.660956678700361,554
2299,205498,6.981772151898734,553
2300,110524,6.257428571428572,553
2301,2025,5.173661844484629,553
2302,3230,6.336828496376811,552
2303,192343,6.083277173913044,552
2304,163370,7.011014519056261,551
2305,216632,6.738847549909256,551
2306,10206,5.9672885662431945,551
2307,119407,5.68521052631579,551
2308,189453,6.69860849090909,550
2309,96792,6.6704727272727276,550
2310,146,6.064654018181818,550
2311,129904,5.59990909090909,550
2312,216428,6.867276867030966,549
2313,270109,6.93991378870674,549
2314,283649,6.372797262773722,548
2315,102835,5.818336380255942,547
2316,211716,7.051425959780622,547
2317,5419,6.466450365630713,547
2318,178613,6.090133455210237,547
2319,40531,6.2442760511883,547
2320,184151,7.002303473491773,547
2321,105624,6.654454478976234,547
2322,172971,6.378862385321101,545
2323,329839,7.473138403669725,545
2324,24304,5.8477798165137616,545
2325,193840,6.182561467889909,545
2326,9823,7.235603345588236,544
2327,6738,5.897569852941176,544
2328,304285,6.876712077205882,544
2329,207243,7.090502444852941,544
2330,148203,6.031675874769797,543
2331,310873,7.531755672191528,543
2332,267271,7.565948434622468,543
2333,80979,6.363046125461255,542
2334,126239,6.069057301293901,541
2335,436,6.176698706099815,541
2336,260757,7.027754158964879,541
2337,193322,6.757555555555555,540
2338,19643,6.230250148148148,540
2339,191982,5.924428148148149,540
2340,29581,6.042366851851852,540
2341,168054,6.396317254174397,539
2342,1634,6.6828943784786645,539
2343,17104,5.999953432282004,539
2344,131014,7.193502968460111,539
2345,148601,6.927825278810409,538
2346,217398,7.141914498141264,538
2347,106999,6.298925241635688,538
2348,162107,6.144509293680297,538
2349,205867,6.713973184357542,537
2350,100679,6.432033519553072,537
2351,23053,6.15445251396648,537
2352,129293,5.580703910614526,537
2353,213492,6.648189944134078,537
2354,146418,6.623258712686567,536
2355,232666,6.413842056074766,535
2356,3208,6.136994037383178,535
2357,294484,7.729573831775701,535
2358,1501,5.137463576779026,534
2359,10496,5.725789550561798,534
2360,143176,6.590694183864916,533
2361,79073,5.9931050656660405,533
2362,119781,6.757110694183865,533
2363,139033,6.800582706766917,532
2364,75789,6.212669172932331,532
2365,59149,5.73,531
2366,297486,7.124295668549906,531
2367,219708,6.327683615819209,531
2368,154259,5.976553672316385,531
2369,37836,7.414344632768361,531
2370,251890,6.84556037735849,530
2371,1484,6.452650566037735,530
2372,183284,7.160245283018868,530
2373,150293,6.899450943396226,530
2374,214396,6.654296226415094,530
2375,152053,5.919811320754717,530
2376,3321,6.033587283018869,530
2377,8229,6.200094517958412,529
2378,222514,7.025018790170132,529
2379,218129,6.484508506616256,529
2380,11017,4.214499054820416,529
2381,78733,7.235376086956522,529
2382,119337,6.466398865784499,529
2383,53093,6.9567202268431005,529
2384,1568,6.334889470699434,529
2385,5749,4.0423693181818185,528
2386,256606,7.122330492424242,528
2387,149119,6.611307590132827,527
2388,14035,6.178734345351044,527
2389,137095,5.842015209125475,526
2390,122159,5.2795380228136874,526
2391,2535,6.119499353612167,526
2392,131118,6.617300380228136,526
2393,269752,6.815578326996198,526
2394,18243,6.035127657142857,525
2395,184459,6.972931428571429,525
2396,192735,6.006603053435114,524
2397,431,6.391901927480916,524
2398,8552,6.20537036259542,524
2399,631,6.943718470363289,523
2400,66424,5.839351816443595,523
2401,274841,6.892010229885058,522
2402,3348,6.691078524904215,522
2403,217083,7.4224501915708805,522
2404,64826,6.554019157088122,522
2405,29355,6.321370134099617,522
2406,245487,7.152339080459771,522
2407,485,5.641038387715931,521
2408,285533,7.339251923076923,520
2409,54735,5.9788717884615386,520
2410,208024,7.327263461538462,520
2411,69120,6.024596153846153,520
2412,194100,6.139600961538462,520
2413,176334,6.216171153846154,520
2414,203828,6.278371788461539,520
2415,31745,6.1576903846153845,520
2416,137,5.666519230769231,520
2417,242529,6.874801541425819,519
2418,1608,6.956366377649326,519
2419,141932,5.965772639691715,519
2420,93724,6.671772639691715,519
2421,12194,5.170947263969172,519
2422,2065,6.779004054054054,518
2423,212765,6.661158301158301,518
2424,464,6.747696274131274,518
2425,198190,7.066660231660232,518
2426,144388,5.957806949806949,518
2427,30356,6.714517181467182,518
2428,60579,4.9187833655706,517
2429,116858,6.285,516
2430,190639,6.48093992248062,516
2431,18291,6.436520155339806,515
2432,280136,6.8259546990291255,515
2433,237,6.675613859649123,513
2434,520,6.120415360623782,513
2435,9829,5.897159844054581,513
2436,233262,7.206827153996102,513
2437,246761,7.067508771929825,513
2438,125315,5.9078125,512
2439,118402,6.376025390625,512
2440,127127,6.484140625,512
2441,114387,6.758688845401174,511
2442,293889,6.976174168297455,511
2443,692,6.508395753424658,511
2444,180956,6.558277886497065,511
2445,148205,6.208317025440313,511
2446,32114,6.460821917808219,511
2447,2539,6.470462700587085,511
2448,182116,5.975133980392157,510
2449,248117,6.7760315686274515,510
2450,9139,6.045921568627451,510
2451,255675,7.33820294117647,510
2452,253499,7.072678431372549,510
2453,314503,6.843189529411765,510
2454,123576,6.2903529411764705,510
2455,55601,6.12258431372549,510
2456,9021,5.990612966601179,509
2457,294612,7.748120491159136,509
2458,198836,5.319783889980354,509
2459,16933,5.08496592519685,508
2460,26884,5.504881889763779,508
2461,144734,6.529046686390533,507
2462,195503,7.023788954635108,507
2463,96007,7.070848126232741,507
2464,35052,6.77159090909091,506
2465,1887,6.662536403162055,506
2466,36708,6.790830039525692,506
2467,1036,6.5997529644268775,506
2468,22497,6.022603960396039,505
2469,19370,4.428475247524752,505
2470,143075,6.013964356435644,505
2471,115105,5.10970297029703,505
2472,168788,6.627698412698413,504
2473,25823,6.39590873015873,504
2474,238546,7.297077157057655,503
2475,4475,6.176083499005965,503
2476,272453,7.1927410358565735,502
2477,118410,5.833665338645418,502
2478,194523,5.9204810379241515,501
2479,5314,4.054203592814371,501
2480,3318,6.130081140000001,500
2481,125924,6.3695400399999995,500
2482,700,5.728,500
2483,310,5.87816,500
2484,191538,6.484218436873747,499
2485,109969,6.43051503006012,499
2486,39832,6.420781563126252,499
2487,277700,7.319244488977955,499
2488,76247,5.697777108433735,498
2489,20806,5.945120481927711,498
2490,160968,6.404558232931726,498
2491,200890,6.886535412474849,497
2492,192947,6.495065070422536,497
2493,281152,7.082919517102615,497
2494,102898,6.436991951710262,497
2495,41833,5.67197384305835,497
2496,135,5.8113125000000005,496
2497,32382,6.462822580645161,496
2498,74390,6.639052419354838,496
2499,63543,6.810698931451613,496
2500,208766,6.524842969696969,495
2501,282414,7.219600000000001,495
2502,269603,6.799293623481782,494
2503,33732,6.029372469635628,494
2504,2542,5.960101214574899,494
2505,831,6.322778542510122,494
2506,99392,6.733016194331984,494
2507,113293,6.292457489878543,494
2508,256877,6.382526315789473,494
2509,172552,6.043751012145749,494
2510,342942,8.361537004048584,494
2511,78954,6.6259919028340075,494
2512,182120,6.339127789046653,493
2513,138431,6.9820892494929,493
2514,253618,6.642972961460447,493
2515,53168,6.604065040650406,492
2516,132497,6.032723577235772,492
2517,92044,6.56880081300813,492
2518,192834,6.451178861788618,492
2519,73538,5.427213414634146,492
2520,14017,5.61999185336049,491
2521,139326,6.4883543788187374,491
2522,163931,6.51132382892057,491
2523,169611,6.696696537678208,491
2524,11945,6.712571428571429,490
2525,37728,5.998958775510204,490
2526,38797,6.6304897959183675,490
2527,153497,5.82910612244898,490
2528,145928,5.593824130879346,489
2529,13713,4.03277300613497,489
2530,9851,4.576087934560327,489
2531,31449,5.719141104294478,489
2532,38318,5.9346577868852455,488
2533,31503,6.3844118852459015,488
2534,246150,6.496959426229508,488
2535,279869,6.8193504098360656,488
2536,176530,7.048829568788501,487
2537,363,5.855349794238683,486
2538,232524,6.630139917695473,486
2539,168274,6.34643353909465,486
2540,33468,5.712247422680412,485
2541,28181,7.702515463917526,485
2542,88594,5.9331012371134015,485
2543,47082,5.0256677731958765,485
2544,264647,6.926146907216495,485
2545,301716,7.077847113402062,485
2546,135243,6.709822314049587,484
2547,1899,5.439731404958677,484
2548,129459,6.911549276859504,484
2549,187273,6.611632231404959,484
2550,10814,6.226252706611571,484
2551,224710,7.114285714285714,483
2552,206915,6.836335403726708,483
2553,2604,6.359262157676349,482
2554,119632,5.865954356846473,482
2555,127312,6.158402489626556,482
2556,37696,5.924728215767635,482
2557,8130,6.389632033195021,482
2558,224904,6.623128898128898,481
2559,13005,6.427765218295218,481
2560,174744,6.72931392931393,481
2561,1662,6.982700810810811,481
2562,420,5.954344760914761,481
2563,153425,6.246309085239085,481
2564,193651,6.165127083333333,480
2565,26457,7.079200625,480
2566,205322,3.8306020833333334,480
2567,10934,5.566751419624217,479
2568,205125,6.577599164926931,479
2569,163154,7.489617954070981,479
2570,5588,4.126987468619247,478
2571,271319,7.402013744769874,478
2572,189,6.832557949790795,478
2573,248005,6.886652719665272,478
2574,10947,6.31946690376569,478
2575,235817,6.692997071129707,478
2576,10550,6.603343284518829,478
2577,32014,6.619622641509434,477
2578,129320,6.405991614255765,477
2579,2162,5.771867924528302,477
2580,111173,6.048616352201258,477
2581,228959,7.1117156932773105,476
2582,135281,6.666995798319327,476
2583,174476,6.021470588235294,476
2584,99312,6.310231092436975,476
2585,1545,6.4216984033613445,476
2586,18500,6.613340336134454,476
2587,297895,6.777977941176471,476
2588,511,6.7971052210526315,475
2589,6752,5.414231578947369,475
2590,55834,6.476178947368421,475
2591,1426,4.856181434599156,474
2592,182340,7.4855063291139246,474
2593,155,6.838216012658227,474
2594,884,6.022558122362869,474
2595,218995,6.50699154334038,473
2596,19363,6.532444618644068,472
2597,259081,6.796292584745763,472
2598,301257,7.101749469214437,471
2599,4888,4.635021231422505,471
2600,285984,7.165456475583864,471
2601,36739,5.760286595744681,470
2602,144492,6.006391489361702,470
2603,147930,6.700851063829788,470
2604,371,6.659469425531914,470
2605,37208,6.348212765957446,470
2606,130792,6.474297872340426,470
2607,18946,5.45778014893617,470
2608,173047,6.183548614072494,469
2609,235655,6.464400852878465,469
2610,136594,6.087822814498934,469
2611,269968,7.185813432835821,469
2612,278553,6.57044776119403,469
2613,130899,6.396624029850746,469
2614,854,6.323754818763327,469
2615,194789,6.325980810234542,469
2616,158889,7.735026012793177,469
2617,160902,7.049978632478632,468
2618,192351,6.1248826923076924,468
2619,980,5.84399358974359,468
2620,262211,7.525410428265524,467
2621,10383,5.866020107066381,467
2622,160561,6.327708779443255,467
2623,1350,6.359142060085837,466
2624,224272,6.183482832618026,466
2625,7719,5.657055634408602,465
2626,216070,6.851941118279569,465
2627,321,6.22148489224138,464
2628,224316,6.783383620689655,464
2629,145012,6.352961206896551,464
2630,8481,6.964142435344828,464
2631,209001,6.723762419006479,463
2632,37141,7.355343412526998,463
2633,29109,6.095721382289417,463
2634,302388,7.029524838012959,463
2635,104377,6.139179265658748,463
2636,267,6.7166625701943845,463
2637,192638,6.262835497835497,462
2638,257067,6.598939393939394,462
2639,277085,7.118939393939393,462
2640,5942,6.746124913419914,462
2641,165662,6.476906926406927,462
2642,10081,6.102629415584415,462
2643,156496,6.773631236442516,461
2644,179803,7.468751995661605,461
2645,37198,5.564989154013015,461
2646,1194,6.5745584598698485,461
2647,620,7.108508217391304,460
2648,291508,7.080500000000001,460
2649,127518,7.403695652173913,460
2650,312,5.686173913043478,460
2651,104573,6.405515217391304,460
2652,142,6.362019215686274,459
2653,207016,6.550240501089325,459
2654,166372,5.868555555555555,459
2655,1768,5.6387233115468405,459
2656,148729,6.9508820960698685,458
2657,156180,6.426545851528385,458
2658,12830,6.113187772925764,458
2659,38823,7.24099124726477,457
2660,392,5.999854573304158,457
2661,167298,6.493929978118162,457
2662,18931,5.849141750547046,457
2663,182074,6.287024070021882,457
2664,212445,7.520917105263158,456
2665,25114,6.518508771929825,456
2666,195867,6.804353070175439,456
2667,847,5.759044078947368,456
2668,252526,7.355701754385964,456
2669,150997,7.248326030701754,456
2670,376,5.765246153846154,455
2671,7708,5.1708,455
2672,122891,6.323362637362638,455
2673,251053,7.118849450549451,455
2674,789,6.2189571428571435,455
2675,299684,7.339409691629956,454
2676,2379,5.6113237885462555,454
2677,300936,6.556746696035242,454
